Date,Month,Quarter,City,Total_Deliveries,OnTime_Deliveries,Late_Deliveries,OnTime_Rate_Pct,Avg_Delivery_Time_Min,Avg_Rider_Rating
2024-04-02,Apr,Q2,Bangalore,300,266,33,88.9,35.0,4.78
2024-04-02,Apr,Q2,Hyderabad,471,442,28,94.0,33.5,3.87
2024-04-02,Apr,Q2,Chennai,264,206,57,78.3,11.7,4.45
2024-04-02,Apr,Q2,Pune,398,372,25,93.6,33.8,4.43
2024-04-02,Apr,Q2,Kolkata,360,288,71,80.0,39.1,4.26
2024-04-02,Apr,Q2,Ahmedabad,267,210,56,79.0,21.7,4.85
2024-04-02,Apr,Q2,Jaipur,372,334,37,90.0,20.0,4.78
2024-04-02,Apr,Q2,Lucknow,599,479,119,80.0,40.1,4.52
2024-04-03,Apr,Q2,Mumbai,224,194,29,86.7,33.4,4.75
2024-04-03,Apr,Q2,Delhi,600,577,22,96.2,26.6,4.01
2024-04-03,Apr,Q2,Bangalore,468,439,28,94.0,11.7,4.28
2024-04-03,Apr,Q2,Hyderabad,127,117,9,92.9,34.9,4.11
2024-04-03,Apr,Q2,Chennai,427,338,88,79.3,30.5,4.56
2024-04-03,Apr,Q2,Pune,395,358,36,90.8,21.5,4.11
2024-04-03,Apr,Q2,Kolkata,139,127,11,92.0,18.0,4.52
2024-04-03,Apr,Q2,Ahmedabad,567,469,97,82.8,10.1,4.52
2024-04-03,Apr,Q2,Jaipur,302,244,57,80.8,37.2,4.16
2024-04-03,Apr,Q2,Lucknow,184,167,16,91.0,32.5,4.61
2024-04-04,Apr,Q2,Mumbai,522,435,86,83.5,15.9,4.92
2024-04-04,Apr,Q2,Delhi,418,397,20,95.2,27.9,4.74
2024-04-04,Apr,Q2,Bangalore,176,161,14,91.9,30.0,4.05
2024-04-04,Apr,Q2,Hyderabad,580,485,94,83.7,39.8,4.39
2024-04-04,Apr,Q2,Chennai,243,227,15,93.6,36.6,4.09
2024-04-04,Apr,Q2,Pune,198,172,25,87.2,13.6,4.51
2024-04-04,Apr,Q2,Kolkata,316,280,35,88.8,17.7,4.25
2024-04-04,Apr,Q2,Ahmedabad,112,100,11,89.5,36.9,4.15
2024-04-04,Apr,Q2,Jaipur,474,376,97,79.4,28.2,4.76
2024-04-04,Apr,Q2,Lucknow,425,350,74,82.5,22.1,4.45
2024-04-05,Apr,Q2,Mumbai,408,336,71,82.4,11.1,4.26
2024-04-05,Apr,Q2,Delhi,459,369,89,80.5,39.4,4.66
2024-04-05,Apr,Q2,Bangalore,551,519,31,94.2,20.5,3.84
2024-04-05,Apr,Q2,Hyderabad,478,424,53,88.9,35.0,4.38
2024-04-05,Apr,Q2,Chennai,564,441,122,78.3,38.7,4.17
2024-04-05,Apr,Q2,Pune,386,340,45,88.2,19.7,4.22
2024-04-05,Apr,Q2,Kolkata,540,494,45,91.6,17.5,4.81
2024-04-05,Apr,Q2,Ahmedabad,104,93,10,89.5,34.7,4.46
2024-04-05,Apr,Q2,Jaipur,524,457,66,87.4,34.1,4.35
2024-04-05,Apr,Q2,Lucknow,528,506,21,96.0,41.0,3.95
2024-04-06,Apr,Q2,Mumbai,339,303,35,89.5,37.6,4.06
2024-04-06,Apr,Q2,Delhi,539,452,86,83.9,19.4,4.89
2024-04-06,Apr,Q2,Bangalore,188,175,12,93.4,37.7,4.99
2024-04-06,Apr,Q2,Hyderabad,114,105,8,92.6,34.1,4.94
2024-04-06,Apr,Q2,Chennai,263,233,29,88.8,35.9,3.93
2024-04-06,Apr,Q2,Pune,156,132,23,85.1,41.2,4.75
2024-04-06,Apr,Q2,Kolkata,470,454,15,96.6,10.4,4.22
2024-04-06,Apr,Q2,Ahmedabad,563,439,123,78.1,27.0,4.41
2024-04-06,Apr,Q2,Jaipur,227,202,24,89.0,20.9,4.85
2024-04-06,Apr,Q2,Lucknow,180,172,7,95.7,12.1,4.61
2024-04-07,Apr,Q2,Mumbai,499,426,72,85.4,11.7,4.96
2024-04-07,Apr,Q2,Delhi,237,223,13,94.4,21.2,4.02
2024-04-07,Apr,Q2,Bangalore,231,196,34,85.0,11.2,4.87
2024-04-07,Apr,Q2,Hyderabad,231,185,45,80.5,11.1,4.9
2024-04-07,Apr,Q2,Chennai,186,148,37,79.7,18.2,4.7
2024-04-07,Apr,Q2,Pune,200,189,10,94.9,35.7,4.31
2024-04-07,Apr,Q2,Kolkata,238,221,16,93.2,11.5,3.85
2024-04-07,Apr,Q2,Ahmedabad,484,408,75,84.4,37.8,3.9
2024-04-07,Apr,Q2,Jaipur,401,322,78,80.4,37.6,4.38
2024-04-07,Apr,Q2,Lucknow,593,500,92,84.4,14.2,4.94
2024-04-08,Apr,Q2,Mumbai,428,367,60,85.8,20.8,4.99
2024-04-08,Apr,Q2,Delhi,549,516,32,94.0,37.9,3.92
2024-04-08,Apr,Q2,Bangalore,287,227,59,79.2,12.7,4.72
2024-04-08,Apr,Q2,Hyderabad,226,199,26,88.1,26.2,4.07
2024-04-08,Apr,Q2,Chennai,143,112,30,78.9,21.6,4.23
2024-04-08,Apr,Q2,Pune,578,549,28,95.1,38.2,4.07
2024-04-08,Apr,Q2,Kolkata,484,379,104,78.5,9.3,3.93
2024-04-08,Apr,Q2,Ahmedabad,253,200,52,79.2,13.5,4.41
2024-04-08,Apr,Q2,Jaipur,263,231,31,87.9,21.7,4.59
2024-04-08,Apr,Q2,Lucknow,527,420,106,79.7,20.7,4.21
2024-04-09,Apr,Q2,Mumbai,486,400,85,82.4,24.8,4.99
2024-04-09,Apr,Q2,Delhi,531,441,89,83.2,17.2,4.08
2024-04-09,Apr,Q2,Bangalore,478,384,93,80.4,27.0,4.56
2024-04-09,Apr,Q2,Hyderabad,114,104,9,91.9,31.4,3.9
2024-04-09,Apr,Q2,Chennai,360,303,56,84.4,9.6,4.0
2024-04-09,Apr,Q2,Pune,512,478,33,93.5,41.3,4.35
2024-04-09,Apr,Q2,Kolkata,128,122,5,95.6,32.9,4.61
2024-04-09,Apr,Q2,Ahmedabad,536,427,108,79.7,32.7,3.81
2024-04-09,Apr,Q2,Jaipur,323,268,54,83.0,23.9,4.61
2024-04-09,Apr,Q2,Lucknow,332,315,16,95.1,14.0,4.76
2024-04-10,Apr,Q2,Mumbai,448,349,98,78.0,38.6,4.29
2024-04-10,Apr,Q2,Delhi,247,230,16,93.2,9.6,3.92
2024-04-10,Apr,Q2,Bangalore,314,294,19,93.8,24.9,4.07
2024-04-10,Apr,Q2,Hyderabad,273,238,34,87.4,13.4,4.33
2024-04-10,Apr,Q2,Chennai,114,94,19,82.9,37.9,4.72
2024-04-10,Apr,Q2,Pune,392,324,67,82.7,37.1,4.02
2024-04-10,Apr,Q2,Kolkata,357,296,60,83.1,12.9,4.79
2024-04-10,Apr,Q2,Ahmedabad,224,191,32,85.5,26.5,3.94
2024-04-10,Apr,Q2,Jaipur,187,161,25,86.4,19.0,3.95
2024-04-10,Apr,Q2,Lucknow,533,498,34,93.6,34.7,4.22
2024-04-11,Apr,Q2,Mumbai,387,326,60,84.3,17.7,4.63
2024-04-11,Apr,Q2,Delhi,598,564,33,94.4,36.9,4.65
2024-04-11,Apr,Q2,Bangalore,484,441,42,91.3,32.9,4.17
2024-04-11,Apr,Q2,Hyderabad,555,442,112,79.7,38.5,4.22
2024-04-11,Apr,Q2,Chennai,443,391,51,88.3,19.0,4.13
2024-04-11,Apr,Q2,Pune,558,435,122,78.0,40.2,4.26
2024-04-11,Apr,Q2,Kolkata,570,507,62,89.0,14.7,4.66
2024-04-11,Apr,Q2,Ahmedabad,378,302,75,80.0,33.7,4.78
2024-04-11,Apr,Q2,Jaipur,106,101,4,96.0,19.7,4.09
2024-04-11,Apr,Q2,Lucknow,107,98,8,92.0,41.2,4.97
2024-04-12,Apr,Q2,Mumbai,530,433,96,81.7,10.3,4.89
2024-04-12,Apr,Q2,Delhi,219,197,21,90.3,14.5,4.11
2024-04-12,Apr,Q2,Bangalore,170,159,10,93.9,12.7,3.85
2024-04-12,Apr,Q2,Hyderabad,205,183,21,89.6,27.6,4.62
2024-04-12,Apr,Q2,Chennai,475,433,41,91.2,38.4,4.12
2024-04-12,Apr,Q2,Pune,555,531,23,95.8,37.5,4.27
2024-04-12,Apr,Q2,Kolkata,463,408,54,88.3,10.7,4.3
2024-04-12,Apr,Q2,Ahmedabad,213,179,33,84.1,10.1,4.51
2024-04-12,Apr,Q2,Jaipur,239,187,51,78.3,38.9,4.97
2024-04-12,Apr,Q2,Lucknow,434,376,57,86.7,15.3,4.67
2024-04-13,Apr,Q2,Mumbai,473,394,78,83.4,38.3,3.87
2024-04-13,Apr,Q2,Delhi,355,305,49,86.1,35.8,4.42
2024-04-13,Apr,Q2,Bangalore,182,175,6,96.2,13.5,3.91
2024-04-13,Apr,Q2,Hyderabad,577,514,62,89.1,26.4,4.22
2024-04-13,Apr,Q2,Chennai,381,343,37,90.2,16.9,4.17
2024-04-13,Apr,Q2,Pune,253,240,12,95.1,27.1,3.95
2024-04-13,Apr,Q2,Kolkata,473,391,81,82.8,29.8,4.96
2024-04-13,Apr,Q2,Ahmedabad,504,453,50,89.9,24.2,4.9
2024-04-13,Apr,Q2,Jaipur,571,537,33,94.2,21.8,4.89
2024-04-13,Apr,Q2,Lucknow,120,93,26,78.1,27.0,3.88
2024-04-14,Apr,Q2,Mumbai,387,366,20,94.8,20.6,3.85
2024-04-14,Apr,Q2,Delhi,248,205,42,82.8,34.3,4.06
2024-04-14,Apr,Q2,Bangalore,294,260,33,88.7,41.5,4.84
2024-04-14,Apr,Q2,Hyderabad,414,380,33,91.8,19.8,5.0
2024-04-14,Apr,Q2,Chennai,145,136,8,93.8,9.9,4.42
2024-04-14,Apr,Q2,Pune,183,152,30,83.3,41.1,4.58
2024-04-14,Apr,Q2,Kolkata,180,159,20,88.7,37.5,3.97
2024-04-14,Apr,Q2,Ahmedabad,435,377,57,86.8,25.3,4.1
2024-04-14,Apr,Q2,Jaipur,213,173,39,81.4,16.2,5.0
2024-04-14,Apr,Q2,Lucknow,291,231,59,79.4,39.9,4.51
2024-04-15,Apr,Q2,Mumbai,356,308,47,86.6,32.2,4.99
2024-04-15,Apr,Q2,Delhi,366,349,16,95.5,11.2,4.33
2024-04-15,Apr,Q2,Bangalore,464,405,58,87.4,18.0,4.48
2024-04-15,Apr,Q2,Hyderabad,228,187,40,82.3,34.2,4.41
2024-04-15,Apr,Q2,Chennai,572,551,20,96.4,37.3,4.72
2024-04-15,Apr,Q2,Pune,133,124,8,93.3,25.4,4.43
2024-04-15,Apr,Q2,Kolkata,204,159,44,78.4,31.9,4.25
2024-04-15,Apr,Q2,Ahmedabad,319,299,19,93.9,12.7,4.74
2024-04-15,Apr,Q2,Jaipur,574,472,101,82.3,16.2,4.76
2024-04-15,Apr,Q2,Lucknow,438,395,42,90.4,42.0,4.43
2024-04-16,Apr,Q2,Mumbai,242,216,25,89.6,13.1,4.48
2024-04-16,Apr,Q2,Delhi,346,276,69,80.0,38.6,4.13
2024-04-16,Apr,Q2,Bangalore,499,452,46,90.6,9.2,4.89
2024-04-16,Apr,Q2,Hyderabad,503,405,97,80.6,38.4,4.26
2024-04-16,Apr,Q2,Chennai,202,165,36,81.8,26.2,4.55
2024-04-16,Apr,Q2,Pune,528,425,102,80.6,16.5,4.62
2024-04-16,Apr,Q2,Kolkata,480,402,77,83.8,41.0,4.75
2024-04-16,Apr,Q2,Ahmedabad,447,380,66,85.1,23.1,4.91
2024-04-16,Apr,Q2,Jaipur,496,440,55,88.8,38.8,4.04
2024-04-16,Apr,Q2,Lucknow,150,137,12,91.7,31.6,4.66
2024-04-17,Apr,Q2,Mumbai,126,117,8,93.3,29.6,4.05
2024-04-17,Apr,Q2,Delhi,300,235,64,78.4,33.8,4.42
2024-04-17,Apr,Q2,Bangalore,376,353,22,94.1,12.2,4.75
2024-04-17,Apr,Q2,Hyderabad,130,106,23,81.9,18.8,4.8
2024-04-17,Apr,Q2,Chennai,206,198,7,96.3,41.0,4.43
2024-04-17,Apr,Q2,Pune,357,343,13,96.2,18.6,4.22
2024-04-17,Apr,Q2,Kolkata,109,101,7,93.1,30.6,4.62
2024-04-17,Apr,Q2,Ahmedabad,163,130,32,79.9,15.9,3.86
2024-04-17,Apr,Q2,Jaipur,234,209,24,89.5,27.4,4.59
2024-04-17,Apr,Q2,Lucknow,188,178,9,94.8,33.7,4.16
2024-04-18,Apr,Q2,Mumbai,528,434,93,82.2,18.1,4.83
2024-04-18,Apr,Q2,Delhi,323,299,23,92.6,14.9,4.2
2024-04-18,Apr,Q2,Bangalore,234,192,41,82.4,25.4,3.96
2024-04-18,Apr,Q2,Hyderabad,598,552,45,92.4,25.0,4.44
2024-04-18,Apr,Q2,Chennai,411,330,80,80.3,24.8,3.86
2024-04-18,Apr,Q2,Pune,287,240,46,83.7,23.7,4.19
2024-04-18,Apr,Q2,Kolkata,403,347,55,86.3,29.2,4.74
2024-04-18,Apr,Q2,Ahmedabad,246,197,48,80.2,18.6,4.01
2024-04-18,Apr,Q2,Jaipur,368,338,29,92.1,33.7,4.93
2024-04-18,Apr,Q2,Lucknow,347,278,68,80.3,15.9,4.29
2024-04-19,Apr,Q2,Mumbai,201,175,25,87.2,19.9,4.15
2024-04-19,Apr,Q2,Delhi,488,456,31,93.6,15.2,4.67
2024-04-19,Apr,Q2,Bangalore,324,309,14,95.4,27.1,4.96
2024-04-19,Apr,Q2,Hyderabad,403,357,45,88.8,21.9,4.37
2024-04-19,Apr,Q2,Chennai,304,289,14,95.3,40.6,4.69
2024-04-19,Apr,Q2,Pune,385,350,34,91.1,32.3,4.11
2024-04-19,Apr,Q2,Kolkata,428,364,63,85.2,26.8,4.84
2024-04-19,Apr,Q2,Ahmedabad,386,338,47,87.8,24.6,4.7
2024-04-19,Apr,Q2,Jaipur,515,410,104,79.8,38.1,3.88
2024-04-19,Apr,Q2,Lucknow,545,473,71,86.9,25.5,4.28
2024-04-20,Apr,Q2,Mumbai,124,113,10,91.3,15.8,4.86
2024-04-20,Apr,Q2,Delhi,145,137,7,94.6,21.4,4.85
2024-04-20,Apr,Q2,Bangalore,121,111,9,92.5,16.3,4.61
2024-04-20,Apr,Q2,Hyderabad,165,150,14,91.5,33.0,4.21
2024-04-20,Apr,Q2,Chennai,494,441,52,89.3,39.5,4.59
2024-04-20,Apr,Q2,Pune,529,496,32,93.9,11.8,4.66
2024-04-20,Apr,Q2,Kolkata,266,229,36,86.3,15.1,4.28
2024-04-20,Apr,Q2,Ahmedabad,449,370,78,82.5,38.3,4.67
2024-04-20,Apr,Q2,Jaipur,130,117,12,90.5,39.9,3.97
2024-04-20,Apr,Q2,Lucknow,295,254,40,86.2,34.5,4.28
2024-04-21,Apr,Q2,Mumbai,474,439,34,92.8,11.4,4.55
2024-04-21,Apr,Q2,Delhi,306,242,63,79.4,11.0,4.84
2024-04-21,Apr,Q2,Bangalore,543,437,105,80.5,9.3,3.82
2024-04-21,Apr,Q2,Hyderabad,149,141,7,95.3,33.5,4.5
2024-04-21,Apr,Q2,Chennai,179,154,24,86.2,32.2,4.51
2024-04-21,Apr,Q2,Pune,281,236,44,84.2,37.1,4.85
2024-04-21,Apr,Q2,Kolkata,307,250,56,81.6,24.7,3.95
2024-04-21,Apr,Q2,Ahmedabad,341,291,49,85.5,23.0,3.84
2024-04-21,Apr,Q2,Jaipur,364,287,76,78.9,20.6,3.89
2024-04-21,Apr,Q2,Lucknow,191,154,36,80.7,37.1,4.63
2024-04-22,Apr,Q2,Mumbai,509,398,110,78.2,30.4,4.87
2024-04-22,Apr,Q2,Delhi,232,192,39,82.9,38.1,4.26
2024-04-22,Apr,Q2,Bangalore,514,433,80,84.3,22.1,4.71
2024-04-22,Apr,Q2,Hyderabad,209,186,22,89.1,21.1,4.32
2024-04-22,Apr,Q2,Chennai,199,160,38,80.7,19.5,4.33
2024-04-22,Apr,Q2,Pune,154,148,5,96.3,16.2,4.53
2024-04-22,Apr,Q2,Kolkata,142,132,9,93.2,16.3,4.23
2024-04-22,Apr,Q2,Ahmedabad,315,262,52,83.3,34.7,4.32
2024-04-22,Apr,Q2,Jaipur,559,523,35,93.6,18.3,4.24
2024-04-22,Apr,Q2,Lucknow,394,332,61,84.3,30.1,4.94
2024-04-23,Apr,Q2,Mumbai,493,394,98,80.1,23.2,4.01
2024-04-23,Apr,Q2,Delhi,412,324,87,78.7,15.6,4.19
2024-04-23,Apr,Q2,Bangalore,290,272,17,94.1,41.1,3.9
2024-04-23,Apr,Q2,Hyderabad,182,164,17,90.2,35.6,4.03
2024-04-23,Apr,Q2,Chennai,508,460,47,90.7,36.8,4.81
2024-04-23,Apr,Q2,Pune,101,93,7,92.2,31.5,4.59
2024-04-23,Apr,Q2,Kolkata,120,96,23,80.7,19.2,4.01
2024-04-23,Apr,Q2,Ahmedabad,208,167,40,80.7,9.9,4.82
2024-04-23,Apr,Q2,Jaipur,299,252,46,84.4,25.6,4.0
2024-04-23,Apr,Q2,Lucknow,594,476,117,80.2,12.1,3.95
2024-04-24,Apr,Q2,Mumbai,159,152,6,96.2,15.9,4.15
2024-04-24,Apr,Q2,Delhi,206,173,32,84.1,18.8,4.29
2024-04-24,Apr,Q2,Bangalore,352,328,23,93.2,10.2,4.39
2024-04-24,Apr,Q2,Hyderabad,376,331,44,88.2,15.7,4.63
2024-04-24,Apr,Q2,Chennai,114,103,10,90.9,26.3,4.28
2024-04-24,Apr,Q2,Pune,393,306,86,78.0,13.5,4.34
2024-04-24,Apr,Q2,Kolkata,443,388,54,87.7,36.1,4.72
2024-04-24,Apr,Q2,Ahmedabad,205,176,28,86.3,13.8,3.82
2024-04-24,Apr,Q2,Jaipur,498,439,58,88.2,15.6,4.01
2024-04-24,Apr,Q2,Lucknow,211,202,8,96.0,23.7,4.8
2024-04-25,Apr,Q2,Mumbai,527,460,66,87.3,29.1,3.82
2024-04-25,Apr,Q2,Delhi,105,91,13,87.6,12.3,3.91
2024-04-25,Apr,Q2,Bangalore,420,331,88,78.9,39.0,3.86
2024-04-25,Apr,Q2,Hyderabad,530,465,64,87.8,21.6,3.95
2024-04-25,Apr,Q2,Chennai,291,281,9,96.7,26.4,4.22
2024-04-25,Apr,Q2,Pune,481,434,46,90.4,17.1,4.6
2024-04-25,Apr,Q2,Kolkata,139,112,26,80.8,23.7,4.49
2024-04-25,Apr,Q2,Ahmedabad,165,157,7,95.7,16.6,4.92
2024-04-25,Apr,Q2,Jaipur,420,345,74,82.3,30.3,4.62
2024-04-25,Apr,Q2,Lucknow,456,403,52,88.4,21.7,3.83
2024-04-26,Apr,Q2,Mumbai,402,332,69,82.7,28.4,4.31
2024-04-26,Apr,Q2,Delhi,124,112,11,90.7,9.9,4.14
2024-04-26,Apr,Q2,Bangalore,110,89,20,81.0,23.7,4.89
2024-04-26,Apr,Q2,Hyderabad,247,224,22,90.9,26.8,4.74
2024-04-26,Apr,Q2,Chennai,287,274,12,95.8,22.0,4.81
2024-04-26,Apr,Q2,Pune,122,98,23,80.8,16.8,4.8
2024-04-26,Apr,Q2,Kolkata,137,131,5,96.0,17.5,4.01
2024-04-26,Apr,Q2,Ahmedabad,374,324,49,86.7,41.7,4.49
2024-04-26,Apr,Q2,Jaipur,469,368,100,78.5,28.3,4.53
2024-04-26,Apr,Q2,Lucknow,400,322,77,80.5,38.3,4.05
2024-04-27,Apr,Q2,Mumbai,400,334,66,83.5,38.3,4.94
2024-04-27,Apr,Q2,Delhi,310,258,51,83.4,41.0,4.64
2024-04-27,Apr,Q2,Bangalore,358,305,52,85.2,22.6,3.88
2024-04-27,Apr,Q2,Hyderabad,225,204,20,91.0,40.3,4.81
2024-04-27,Apr,Q2,Chennai,399,323,75,81.2,24.9,4.11
2024-04-27,Apr,Q2,Pune,338,279,58,82.7,39.2,4.17
2024-04-27,Apr,Q2,Kolkata,246,207,38,84.5,23.4,4.68
2024-04-27,Apr,Q2,Ahmedabad,334,290,43,87.0,28.8,4.53
2024-04-27,Apr,Q2,Jaipur,131,111,19,85.3,9.0,4.84
2024-04-27,Apr,Q2,Lucknow,374,297,76,79.6,41.7,3.97
2024-04-28,Apr,Q2,Mumbai,157,132,24,84.2,27.5,4.55
2024-04-28,Apr,Q2,Delhi,350,331,18,94.6,39.1,3.92
2024-04-28,Apr,Q2,Bangalore,113,92,20,81.5,28.7,4.81
2024-04-28,Apr,Q2,Hyderabad,135,114,20,84.6,31.3,4.36
2024-04-28,Apr,Q2,Chennai,146,136,9,93.3,40.1,4.73
2024-04-28,Apr,Q2,Pune,348,296,51,85.1,28.9,4.5
2024-04-28,Apr,Q2,Kolkata,382,344,37,90.3,34.1,4.61
2024-04-28,Apr,Q2,Ahmedabad,114,95,18,84.1,23.7,4.84
2024-04-28,Apr,Q2,Jaipur,433,365,67,84.4,41.9,4.83
2024-04-28,Apr,Q2,Lucknow,383,338,44,88.4,27.3,4.16
2024-04-29,Apr,Q2,Mumbai,185,145,39,78.5,19.6,4.44
2024-04-29,Apr,Q2,Delhi,207,172,34,83.5,25.7,4.15
2024-04-29,Apr,Q2,Bangalore,547,521,25,95.3,39.0,4.77
2024-04-29,Apr,Q2,Hyderabad,555,434,120,78.3,24.5,4.54
2024-04-29,Apr,Q2,Chennai,216,188,27,87.3,39.5,4.56
2024-04-29,Apr,Q2,Pune,585,472,112,80.7,39.4,4.43
2024-04-29,Apr,Q2,Kolkata,172,142,29,83.0,26.6,4.04
2024-04-29,Apr,Q2,Ahmedabad,435,383,51,88.1,20.5,4.72
2024-04-29,Apr,Q2,Jaipur,337,318,18,94.5,29.7,4.96
2024-04-29,Apr,Q2,Lucknow,442,374,67,84.8,38.8,4.65
2024-04-30,Apr,Q2,Mumbai,467,427,39,91.6,37.9,4.66
2024-04-30,Apr,Q2,Delhi,410,337,72,82.3,22.5,3.98
2024-04-30,Apr,Q2,Bangalore,483,403,79,83.5,39.6,4.7
2024-04-30,Apr,Q2,Hyderabad,291,248,42,85.4,41.3,4.89
2024-04-30,Apr,Q2,Chennai,384,302,81,78.9,24.0,4.0
2024-04-30,Apr,Q2,Pune,307,276,30,90.2,23.7,4.2
2024-04-30,Apr,Q2,Kolkata,134,113,20,84.5,17.4,4.28
2024-04-30,Apr,Q2,Ahmedabad,499,443,55,88.8,24.2,4.8
2024-04-30,Apr,Q2,Jaipur,357,309,47,86.7,27.0,4.07
2024-04-30,Apr,Q2,Lucknow,245,211,33,86.3,19.9,4.72
2024-05-01,May,Q2,Mumbai,548,467,80,85.3,19.1,4.59
2024-05-01,May,Q2,Delhi,263,216,46,82.2,38.5,4.3
2024-05-01,May,Q2,Bangalore,201,193,7,96.1,18.3,4.17
2024-05-01,May,Q2,Hyderabad,293,241,51,82.3,33.1,4.97
2024-05-01,May,Q2,Chennai,515,477,37,92.8,16.0,4.85
2024-05-01,May,Q2,Pune,110,90,19,82.0,18.8,4.78
2024-05-01,May,Q2,Kolkata,557,468,88,84.2,25.3,4.42
2024-05-01,May,Q2,Ahmedabad,222,177,44,79.9,36.7,3.91
2024-05-01,May,Q2,Jaipur,182,151,30,83.2,9.6,4.68
2024-05-01,May,Q2,Lucknow,358,296,61,82.8,40.3,4.3
2024-05-02,May,Q2,Mumbai,587,493,93,84.1,14.3,3.8
2024-05-02,May,Q2,Delhi,218,185,32,85.0,40.8,4.57
2024-05-02,May,Q2,Bangalore,445,381,63,85.7,40.1,4.13
2024-05-02,May,Q2,Hyderabad,314,303,10,96.8,39.1,4.64
2024-05-02,May,Q2,Chennai,369,330,38,89.6,9.9,4.94
2024-05-02,May,Q2,Pune,583,544,38,93.4,40.9,4.42
2024-05-02,May,Q2,Kolkata,312,267,44,85.6,16.4,3.81
2024-05-02,May,Q2,Ahmedabad,412,366,45,88.9,16.6,4.29
2024-05-02,May,Q2,Jaipur,301,272,28,90.6,17.4,4.55
2024-05-02,May,Q2,Lucknow,388,360,27,92.9,31.2,5.0
2024-05-03,May,Q2,Mumbai,326,289,36,88.7,27.7,4.71
2024-05-03,May,Q2,Delhi,130,125,4,96.2,14.6,4.27
2024-05-03,May,Q2,Bangalore,563,528,34,93.8,25.2,3.81
2024-05-03,May,Q2,Hyderabad,589,489,99,83.1,10.7,4.88
2024-05-03,May,Q2,Chennai,501,406,94,81.1,37.2,4.85
2024-05-03,May,Q2,Pune,129,108,20,84.4,29.2,3.93
2024-05-03,May,Q2,Kolkata,276,221,54,80.1,39.7,4.62
2024-05-03,May,Q2,Ahmedabad,472,455,16,96.6,33.1,3.85
2024-05-03,May,Q2,Jaipur,519,423,95,81.6,34.4,4.64
2024-05-03,May,Q2,Lucknow,570,490,79,86.1,13.8,4.62
2024-05-04,May,Q2,Mumbai,194,185,8,95.6,10.0,3.9
2024-05-04,May,Q2,Delhi,465,428,36,92.1,41.4,4.91
2024-05-04,May,Q2,Bangalore,338,315,22,93.4,35.4,4.94
2024-05-04,May,Q2,Hyderabad,325,299,25,92.2,21.9,4.31
2024-05-04,May,Q2,Chennai,569,447,121,78.6,16.4,4.17
2024-05-04,May,Q2,Pune,553,454,98,82.1,34.2,3.88
2024-05-04,May,Q2,Kolkata,455,357,97,78.5,15.3,4.97
2024-05-04,May,Q2,Ahmedabad,323,284,38,88.0,40.9,4.54
2024-05-04,May,Q2,Jaipur,458,440,17,96.2,20.3,4.05
2024-05-04,May,Q2,Lucknow,545,509,35,93.5,11.5,4.79
2024-05-05,May,Q2,Mumbai,122,109,12,89.4,11.1,4.82
2024-05-05,May,Q2,Delhi,376,308,67,82.0,12.8,3.97
2024-05-05,May,Q2,Bangalore,159,135,23,85.5,29.0,4.39
2024-05-05,May,Q2,Hyderabad,212,181,30,85.5,32.8,3.88
2024-05-05,May,Q2,Chennai,397,312,84,78.8,31.1,3.93
2024-05-05,May,Q2,Pune,253,236,16,93.6,35.9,4.34
2024-05-05,May,Q2,Kolkata,222,211,10,95.2,36.6,4.46
2024-05-05,May,Q2,Ahmedabad,397,317,79,80.1,38.6,4.14
2024-05-05,May,Q2,Jaipur,564,491,72,87.2,21.2,3.88
2024-05-05,May,Q2,Lucknow,596,476,119,79.9,33.6,4.46
2024-05-06,May,Q2,Mumbai,291,240,50,82.7,11.2,4.41
2024-05-06,May,Q2,Delhi,427,370,56,86.7,34.5,4.09
2024-05-06,May,Q2,Bangalore,289,264,24,91.5,30.0,4.0
2024-05-06,May,Q2,Hyderabad,313,277,35,88.7,40.2,4.59
2024-05-06,May,Q2,Chennai,179,157,21,88.0,14.8,4.91
2024-05-06,May,Q2,Pune,422,403,18,95.7,14.7,4.53
2024-05-06,May,Q2,Kolkata,194,157,36,81.0,40.8,4.67
2024-05-06,May,Q2,Ahmedabad,579,506,72,87.5,13.7,4.3
2024-05-06,May,Q2,Jaipur,159,140,18,88.6,37.0,4.41
2024-05-06,May,Q2,Lucknow,166,133,32,80.5,16.3,4.44
2024-05-07,May,Q2,Mumbai,241,218,22,90.5,40.1,4.24
2024-05-07,May,Q2,Delhi,465,449,15,96.6,9.8,4.61
2024-05-07,May,Q2,Bangalore,357,320,36,89.7,35.9,4.55
2024-05-07,May,Q2,Hyderabad,139,123,15,88.8,11.4,4.39
2024-05-07,May,Q2,Chennai,462,422,39,91.5,32.1,3.89
2024-05-07,May,Q2,Pune,167,140,26,84.4,38.1,4.88
2024-05-07,May,Q2,Kolkata,246,215,30,87.8,40.7,4.7
2024-05-07,May,Q2,Ahmedabad,300,254,45,84.9,20.7,4.77
2024-05-07,May,Q2,Jaipur,142,123,18,87.1,31.5,4.47
2024-05-07,May,Q2,Lucknow,166,152,13,91.7,24.4,3.98
2024-05-08,May,Q2,Mumbai,287,274,12,95.7,32.0,4.86
2024-05-08,May,Q2,Delhi,299,264,34,88.4,30.0,4.57
2024-05-08,May,Q2,Bangalore,108,95,12,88.8,34.8,4.22
