Customer_ID,City,Age_Group,Gender,Segment,Total_Orders,Lifetime_Value,Avg_Order_Value,Preferred_Category,NPS_Score
CUST00876,Bangalore,45-54,Female,Regular,20,15644.17,782.21,Beverages,8
CUST00877,Hyderabad,18-24,Male,Regular,15,8163.96,544.26,Dairy & Breakfast,4
CUST00878,Mumbai,18-24,Male,Regular,16,10680.54,667.53,Meat & Seafood,5
CUST00879,Ahmedabad,35-44,Male,Regular,11,2292.49,208.41,Bakery,6
CUST00880,Kolkata,18-24,Male,Regular,19,12718.47,669.39,Snacks & Munchies,6
CUST00881,Hyderabad,25-34,Male,Regular,12,5859.62,488.3,Cleaning,7
CUST00882,Delhi,35-44,Female,Regular,15,8420.44,561.36,Snacks & Munchies,4
CUST00883,Pune,55+,Female,New,3,2482.02,827.34,Snacks & Munchies,4
CUST00884,Pune,25-34,Female,New,1,753.08,753.08,Dairy & Breakfast,9
CUST00885,Mumbai,35-44,Male,Premium,74,15546.84,210.09,Fruits & Veg,10
CUST00886,Kolkata,35-44,Female,Premium,31,11150.28,359.69,Bakery,8
CUST00887,Pune,35-44,Male,Premium,25,14050.27,562.01,Cleaning,6
CUST00888,Bangalore,25-34,Male,New,2,869.6,434.8,Frozen Food,10
CUST00889,Pune,25-34,Female,Regular,10,5134.19,513.42,Meat & Seafood,1
CUST00890,Delhi,25-34,Male,New,3,2003.22,667.74,Personal Care,7
CUST00891,Mumbai,35-44,Male,Regular,13,7456.42,573.57,Baby Care,5
CUST00892,Pune,18-24,Male,Regular,9,2064.95,229.44,Snacks & Munchies,8
CUST00893,Mumbai,25-34,Male,New,1,365.11,365.11,Baby Care,2
CUST00894,Pune,35-44,Female,New,1,808.0,808.0,Baby Care,10
CUST00895,Chennai,45-54,Female,New,1,650.12,650.12,Meat & Seafood,5
CUST00896,Delhi,35-44,Female,Regular,12,6614.17,551.18,Fruits & Veg,3
CUST00897,Bangalore,35-44,Female,Premium,46,19269.89,418.91,Frozen Food,3
CUST00898,Delhi,25-34,Female,Premium,77,32556.11,422.81,Fruits & Veg,10
CUST00899,Mumbai,25-34,Male,Regular,15,12629.98,842.0,Meat & Seafood,3
CUST00900,Hyderabad,35-44,Male,Regular,16,3496.55,218.53,Beverages,3
CUST00901,Delhi,55+,Male,New,3,2324.0,774.67,Cleaning,3
CUST00902,Mumbai,55+,Male,Churned,3,1171.7,390.57,Beverages,1
CUST00903,Ahmedabad,45-54,Female,New,3,1093.26,364.42,Personal Care,5
CUST00904,Mumbai,18-24,Female,Regular,6,3618.18,603.03,Snacks & Munchies,2
CUST00905,Lucknow,45-54,Male,Regular,13,11297.48,869.04,Baby Care,10
CUST00906,Pune,35-44,Male,Premium,66,27123.74,410.97,Cleaning,2
CUST00907,Bangalore,35-44,Male,New,1,212.03,212.03,Personal Care,2
CUST00908,Delhi,55+,Male,Regular,4,2241.36,560.34,Personal Care,6
CUST00909,Hyderabad,35-44,Male,New,2,1608.12,804.06,Frozen Food,4
CUST00910,Mumbai,35-44,Female,Premium,48,29833.55,621.53,Snacks & Munchies,2
CUST00911,Delhi,25-34,Female,Churned,3,2628.05,876.02,Fruits & Veg,1
CUST00912,Mumbai,35-44,Female,Churned,3,2062.11,687.37,Personal Care,3
CUST00913,Mumbai,55+,Female,Premium,21,9822.87,467.76,Fruits & Veg,10
CUST00914,Pune,25-34,Female,Regular,17,10169.26,598.19,Beverages,2
CUST00915,Bangalore,25-34,Female,Premium,71,47529.72,669.43,Baby Care,9
CUST00916,Hyderabad,18-24,Female,Premium,79,17389.29,220.12,Fruits & Veg,10
CUST00917,Bangalore,35-44,Male,Churned,4,3543.82,885.96,Baby Care,6
CUST00918,Lucknow,55+,Female,Premium,27,9333.57,345.69,Baby Care,8
CUST00919,Kolkata,25-34,Male,Premium,73,49331.57,675.77,Personal Care,2
CUST00920,Kolkata,18-24,Female,New,1,341.17,341.17,Personal Care,2
CUST00921,Jaipur,25-34,Female,New,3,973.49,324.5,Cleaning,9
CUST00922,Mumbai,35-44,Female,Regular,9,6069.33,674.37,Bakery,4
CUST00923,Hyderabad,45-54,Female,New,2,812.52,406.26,Fruits & Veg,10
CUST00924,Bangalore,35-44,Female,Churned,5,1078.57,215.71,Snacks & Munchies,1
CUST00925,Chennai,55+,Female,Premium,71,59897.73,843.63,Snacks & Munchies,4
CUST00926,Delhi,45-54,Female,New,3,1418.96,472.99,Personal Care,9
CUST00927,Delhi,45-54,Female,Regular,18,11788.93,654.94,Dairy & Breakfast,3
CUST00928,Kolkata,35-44,Male,Regular,13,4850.84,373.14,Meat & Seafood,7
CUST00929,Delhi,35-44,Female,Regular,9,7891.06,876.78,Bakery,4
CUST00930,Lucknow,25-34,Male,New,2,1393.03,696.51,Baby Care,7
CUST00931,Pune,35-44,Male,Premium,71,63375.89,892.62,Baby Care,3
CUST00932,Delhi,25-34,Female,Regular,11,7377.3,670.66,Snacks & Munchies,2
CUST00933,Delhi,45-54,Female,New,2,753.1,376.55,Personal Care,4
CUST00934,Pune,55+,Female,New,3,1042.18,347.39,Meat & Seafood,10
CUST00935,Mumbai,45-54,Male,New,3,619.98,206.66,Meat & Seafood,2
CUST00936,Kolkata,55+,Female,New,1,201.12,201.12,Snacks & Munchies,9
CUST00937,Chennai,25-34,Female,Regular,17,11581.2,681.25,Frozen Food,8
CUST00938,Bangalore,25-34,Female,Regular,20,4718.28,235.91,Bakery,8
CUST00939,Delhi,45-54,Male,Regular,15,4961.21,330.75,Bakery,10
CUST00940,Delhi,18-24,Male,Churned,2,1545.87,772.93,Dairy & Breakfast,2
CUST00941,Kolkata,35-44,Male,New,2,969.06,484.53,Cleaning,5
CUST00942,Bangalore,45-54,Male,Regular,11,7932.87,721.17,Personal Care,7
CUST00943,Delhi,35-44,Male,New,2,972.69,486.35,Snacks & Munchies,5
CUST00944,Lucknow,25-34,Male,New,1,229.89,229.89,Baby Care,2
CUST00945,Hyderabad,35-44,Male,Churned,5,1694.55,338.91,Personal Care,2
CUST00946,Kolkata,35-44,Female,New,3,1322.6,440.87,Baby Care,2
CUST00947,Chennai,35-44,Female,Regular,4,3293.26,823.32,Fruits & Veg,5
CUST00948,Ahmedabad,18-24,Male,Churned,2,1457.31,728.65,Beverages,5
CUST00949,Chennai,25-34,Male,Regular,11,5992.97,544.82,Cleaning,8
CUST00950,Chennai,35-44,Male,Premium,37,9082.78,245.48,Meat & Seafood,4
CUST00951,Ahmedabad,35-44,Female,New,3,1045.78,348.59,Personal Care,2
CUST00952,Chennai,35-44,Male,Churned,3,1832.25,610.75,Snacks & Munchies,8
CUST00953,Hyderabad,45-54,Male,Churned,1,514.06,514.06,Fruits & Veg,7
CUST00954,Delhi,25-34,Male,New,1,221.59,221.59,Personal Care,3
CUST00955,Kolkata,18-24,Male,Regular,7,5445.77,777.97,Baby Care,8
CUST00956,Ahmedabad,45-54,Male,Churned,1,245.51,245.51,Bakery,8
CUST00957,Kolkata,35-44,Male,Churned,4,2162.51,540.63,Bakery,7
CUST00958,Kolkata,25-34,Male,New,2,1438.1,719.05,Meat & Seafood,7
CUST00959,Delhi,25-34,Male,New,1,761.97,761.97,Bakery,2
CUST00960,Chennai,25-34,Male,Churned,4,899.32,224.83,Bakery,8
CUST00961,Delhi,35-44,Female,Regular,9,2024.11,224.9,Meat & Seafood,7
CUST00962,Chennai,25-34,Female,Regular,9,2906.98,323.0,Bakery,3
CUST00963,Delhi,18-24,Female,Regular,15,13257.38,883.83,Personal Care,5
CUST00964,Chennai,25-34,Female,New,3,814.32,271.44,Beverages,6
CUST00965,Bangalore,25-34,Female,New,1,686.03,686.03,Fruits & Veg,6
CUST00966,Delhi,55+,Male,Premium,30,6267.49,208.92,Personal Care,1
CUST00967,Ahmedabad,25-34,Female,Regular,17,3873.21,227.84,Baby Care,4
CUST00968,Mumbai,35-44,Male,Regular,14,11106.86,793.35,Snacks & Munchies,1
CUST00969,Pune,25-34,Male,Churned,3,2432.42,810.81,Dairy & Breakfast,3
CUST00970,Bangalore,25-34,Male,Premium,30,10061.07,335.37,Bakery,4
CUST00971,Mumbai,18-24,Female,New,3,1078.36,359.45,Bakery,3
CUST00972,Lucknow,18-24,Male,Premium,75,48162.25,642.16,Snacks & Munchies,1
CUST00973,Delhi,45-54,Male,Regular,14,6494.54,463.9,Baby Care,4
CUST00974,Hyderabad,18-24,Female,Premium,22,6368.04,289.46,Beverages,6
CUST00975,Bangalore,45-54,Male,Regular,4,2476.84,619.21,Snacks & Munchies,2
CUST00976,Hyderabad,55+,Female,New,2,1266.1,633.05,Baby Care,5
CUST00977,Mumbai,35-44,Female,Regular,14,4537.31,324.09,Snacks & Munchies,9
CUST00978,Kolkata,25-34,Male,Premium,52,12656.16,243.39,Frozen Food,10
CUST00979,Kolkata,25-34,Male,Regular,8,3676.84,459.61,Beverages,9
CUST00980,Pune,25-34,Female,Premium,44,31520.9,716.38,Baby Care,1
CUST00981,Lucknow,18-24,Male,Regular,10,6252.23,625.22,Frozen Food,8
CUST00982,Bangalore,35-44,Male,Regular,7,1625.95,232.28,Meat & Seafood,2
CUST00983,Hyderabad,25-34,Female,New,3,2351.72,783.91,Snacks & Munchies,1
CUST00984,Hyderabad,55+,Male,Premium,64,22020.29,344.07,Beverages,4
CUST00985,Mumbai,55+,Male,Regular,19,15265.19,803.43,Bakery,1
CUST00986,Pune,35-44,Male,Regular,14,11481.09,820.08,Cleaning,3
CUST00987,Bangalore,45-54,Male,Regular,18,8595.05,477.5,Bakery,7
CUST00988,Bangalore,18-24,Female,Regular,8,2985.47,373.18,Bakery,3
CUST00989,Delhi,18-24,Female,Premium,62,44332.05,715.03,Fruits & Veg,8
CUST00990,Mumbai,45-54,Male,New,3,1890.55,630.18,Bakery,2
CUST00991,Delhi,35-44,Male,New,3,1056.69,352.23,Snacks & Munchies,7
CUST00992,Delhi,25-34,Male,Regular,7,4998.81,714.12,Dairy & Breakfast,6
CUST00993,Bangalore,55+,Female,Regular,10,5619.01,561.9,Snacks & Munchies,9
CUST00994,Chennai,25-34,Male,New,2,1229.96,614.98,Baby Care,8
CUST00995,Bangalore,35-44,Male,New,2,1648.05,824.02,Dairy & Breakfast,6
CUST00996,Delhi,25-34,Female,Premium,68,48450.41,712.51,Bakery,2
CUST00997,Bangalore,18-24,Female,New,2,1448.8,724.4,Cleaning,3
CUST00998,Delhi,35-44,Female,New,2,1319.51,659.75,Snacks & Munchies,4
CUST00999,Pune,35-44,Female,Churned,5,1272.82,254.56,Fruits & Veg,3
CUST01000,Bangalore,25-34,Female,New,2,1306.88,653.44,Bakery,3
CUST01001,Hyderabad,18-24,Male,Regular,8,2339.15,292.39,Personal Care,5
CUST01002,Mumbai,18-24,Male,Regular,6,1201.71,200.28,Bakery,3
CUST01003,Pune,35-44,Female,New,2,1754.81,877.4,Dairy & Breakfast,8
CUST01004,Lucknow,18-24,Male,Premium,71,45960.31,647.33,Frozen Food,5
CUST01005,Bangalore,18-24,Female,Regular,6,2891.87,481.98,Frozen Food,6
CUST01006,Delhi,55+,Male,Regular,7,2840.52,405.79,Fruits & Veg,5
CUST01007,Ahmedabad,35-44,Female,New,2,491.09,245.54,Baby Care,6
CUST01008,Chennai,45-54,Male,New,3,1162.61,387.54,Baby Care,9
CUST01009,Delhi,25-34,Female,Churned,4,2591.53,647.88,Bakery,3
CUST01010,Delhi,35-44,Female,New,2,1552.56,776.28,Snacks & Munchies,3
CUST01011,Hyderabad,25-34,Male,Premium,70,38540.11,550.57,Dairy & Breakfast,1
CUST01012,Delhi,25-34,Female,New,1,675.34,675.34,Frozen Food,5
CUST01013,Bangalore,18-24,Male,Churned,3,1720.8,573.6,Fruits & Veg,2
CUST01014,Delhi,45-54,Female,Regular,9,5307.81,589.76,Dairy & Breakfast,10
CUST01015,Bangalore,55+,Female,Premium,31,15149.99,488.71,Frozen Food,1
CUST01016,Chennai,25-34,Male,New,3,2328.73,776.24,Cleaning,8
CUST01017,Mumbai,35-44,Male,Regular,8,4673.53,584.19,Bakery,4
CUST01018,Delhi,55+,Male,Regular,9,5887.41,654.16,Snacks & Munchies,8
CUST01019,Kolkata,25-34,Female,Regular,7,3328.31,475.47,Fruits & Veg,8
CUST01020,Mumbai,18-24,Male,Churned,3,917.57,305.86,Bakery,6
CUST01021,Delhi,25-34,Male,Regular,18,13592.5,755.14,Personal Care,5
CUST01022,Mumbai,25-34,Female,Premium,36,11740.74,326.13,Beverages,7
CUST01023,Delhi,35-44,Male,Premium,28,7788.43,278.16,Snacks & Munchies,5
CUST01024,Bangalore,45-54,Male,Premium,72,64063.99,889.78,Fruits & Veg,3
CUST01025,Mumbai,35-44,Female,Premium,43,18984.1,441.49,Frozen Food,4
CUST01026,Pune,25-34,Female,Regular,8,4135.27,516.91,Personal Care,1
CUST01027,Jaipur,25-34,Male,Premium,27,9751.05,361.15,Meat & Seafood,5
CUST01028,Chennai,35-44,Female,Premium,80,37716.16,471.45,Snacks & Munchies,2
CUST01029,Ahmedabad,25-34,Male,Regular,13,11648.91,896.07,Dairy & Breakfast,4
CUST01030,Delhi,45-54,Male,Churned,1,269.91,269.91,Snacks & Munchies,6
CUST01031,Hyderabad,55+,Male,New,2,1275.81,637.9,Baby Care,9
CUST01032,Pune,25-34,Male,New,3,1046.7,348.9,Beverages,3
CUST01033,Chennai,35-44,Female,New,3,897.68,299.23,Personal Care,8
CUST01034,Chennai,25-34,Female,Premium,31,24064.32,776.27,Bakery,8
CUST01035,Mumbai,25-34,Male,Regular,15,4512.78,300.85,Bakery,7
CUST01036,Delhi,35-44,Female,Premium,46,11286.93,245.37,Fruits & Veg,6
CUST01037,Kolkata,25-34,Male,Regular,14,7475.84,533.99,Fruits & Veg,8
CUST01038,Chennai,18-24,Male,Premium,35,9161.63,261.76,Frozen Food,4
CUST01039,Bangalore,35-44,Male,New,3,1427.7,475.9,Bakery,1
CUST01040,Delhi,25-34,Female,New,2,1115.2,557.6,Cleaning,8
CUST01041,Kolkata,45-54,Male,New,1,377.74,377.74,Frozen Food,9
CUST01042,Delhi,35-44,Male,New,1,701.93,701.93,Baby Care,9
CUST01043,Mumbai,35-44,Male,Regular,13,11367.26,874.4,Beverages,6
CUST01044,Chennai,45-54,Male,Regular,18,6959.65,386.65,Cleaning,3
CUST01045,Bangalore,45-54,Female,Regular,18,7409.91,411.66,Dairy & Breakfast,7
CUST01046,Pune,25-34,Female,New,2,1274.24,637.12,Dairy & Breakfast,8
CUST01047,Mumbai,35-44,Male,Regular,6,4309.6,718.27,Bakery,5
CUST01048,Kolkata,25-34,Female,Regular,10,5214.19,521.42,Dairy & Breakfast,8
CUST01049,Mumbai,45-54,Female,Premium,56,44013.69,785.96,Fruits & Veg,1
CUST01050,Delhi,55+,Male,Premium,41,28057.4,684.33,Fruits & Veg,1
CUST01051,Ahmedabad,35-44,Male,Regular,11,2476.39,225.13,Snacks & Munchies,6
CUST01052,Delhi,25-34,Male,Regular,4,1456.95,364.24,Fruits & Veg,6
CUST01053,Delhi,35-44,Female,New,1,497.7,497.7,Beverages,5
CUST01054,Mumbai,18-24,Male,New,1,807.94,807.94,Dairy & Breakfast,5
CUST01055,Mumbai,25-34,Male,Regular,6,4985.1,830.85,Fruits & Veg,7
CUST01056,Delhi,45-54,Male,Premium,35,29746.53,849.9,Frozen Food,10
CUST01057,Lucknow,45-54,Male,Regular,19,12986.84,683.52,Cleaning,1
CUST01058,Hyderabad,35-44,Male,New,1,754.21,754.21,Fruits & Veg,4
CUST01059,Delhi,18-24,Male,Churned,5,1774.36,354.87,Personal Care,3
CUST01060,Delhi,25-34,Male,New,2,1440.52,720.26,Fruits & Veg,3
CUST01061,Pune,25-34,Female,Churned,5,1986.57,397.31,Dairy & Breakfast,1
CUST01062,Delhi,35-44,Female,Churned,1,706.3,706.3,Baby Care,5
CUST01063,Mumbai,45-54,Female,New,3,979.91,326.64,Frozen Food,10
CUST01064,Bangalore,45-54,Female,Churned,4,929.27,232.32,Bakery,9
CUST01065,Chennai,25-34,Male,Churned,4,2192.19,548.05,Personal Care,9
CUST01066,Mumbai,25-34,Female,Regular,13,9319.37,716.87,Cleaning,3
CUST01067,Bangalore,45-54,Male,New,2,1607.24,803.62,Baby Care,5
CUST01068,Chennai,18-24,Female,New,1,394.75,394.75,Dairy & Breakfast,5
CUST01069,Mumbai,55+,Male,Regular,10,4140.67,414.07,Snacks & Munchies,1
CUST01070,Delhi,55+,Male,Premium,21,15441.17,735.29,Frozen Food,3
CUST01071,Mumbai,35-44,Male,Premium,48,36248.41,755.18,Meat & Seafood,8
CUST01072,Chennai,25-34,Male,New,3,1680.79,560.26,Frozen Food,8
CUST01073,Bangalore,25-34,Male,Churned,1,700.36,700.36,Cleaning,10
CUST01074,Delhi,25-34,Male,New,1,862.97,862.97,Frozen Food,9
CUST01075,Delhi,25-34,Female,Premium,39,14565.05,373.46,Baby Care,1
CUST01076,Mumbai,25-34,Male,Regular,6,3640.28,606.71,Dairy & Breakfast,3
CUST01077,Jaipur,18-24,Female,New,2,820.42,410.21,Snacks & Munchies,9
CUST01078,Delhi,35-44,Male,Regular,8,3144.62,393.08,Snacks & Munchies,10
CUST01079,Chennai,35-44,Male,New,2,1514.2,757.1,Cleaning,7
CUST01080,Lucknow,18-24,Male,Regular,20,13411.64,670.58,Fruits & Veg,7
CUST01081,Chennai,25-34,Female,Regular,14,7496.43,535.46,Personal Care,4
CUST01082,Bangalore,35-44,Female,Regular,15,7953.22,530.21,Personal Care,5
CUST01083,Pune,25-34,Male,Regular,20,10606.57,530.33,Meat & Seafood,6
CUST01084,Chennai,35-44,Male,New,1,264.55,264.55,Frozen Food,8
CUST01085,Bangalore,18-24,Female,New,3,1535.0,511.67,Frozen Food,7
CUST01086,Chennai,35-44,Female,Premium,48,11504.45,239.68,Dairy & Breakfast,4
CUST01087,Bangalore,25-34,Female,Churned,3,2099.96,699.99,Meat & Seafood,4
CUST01088,Mumbai,25-34,Male,Regular,9,2384.98,265.0,Cleaning,1
CUST01089,Lucknow,35-44,Male,New,1,647.73,647.73,Fruits & Veg,5
CUST01090,Delhi,18-24,Female,Regular,4,1794.03,448.51,Fruits & Veg,8
CUST01091,Pune,45-54,Male,Premium,73,19656.6,269.27,Fruits & Veg,1
CUST01092,Kolkata,45-54,Male,New,1,332.12,332.12,Beverages,1
CUST01093,Mumbai,25-34,Male,Churned,1,387.23,387.23,Fruits & Veg,3
CUST01094,Mumbai,25-34,Female,Regular,5,3919.18,783.84,Snacks & Munchies,9
CUST01095,Bangalore,18-24,Male,Regular,15,13282.88,885.53,Personal Care,1
CUST01096,Mumbai,25-34,Male,Premium,55,47284.47,859.72,Baby Care,2
CUST01097,Pune,35-44,Female,Regular,18,9029.59,501.64,Beverages,7
CUST01098,Delhi,35-44,Male,Regular,8,2379.07,297.38,Snacks & Munchies,9
CUST01099,Chennai,45-54,Male,New,3,1594.99,531.66,Fruits & Veg,6
CUST01100,Mumbai,25-34,Male,Regular,5,2287.69,457.54,Fruits & Veg,2
CUST01101,Bangalore,25-34,Female,Premium,58,11790.74,203.29,Frozen Food,9
CUST01102,Ahmedabad,18-24,Male,New,2,514.14,257.07,Fruits & Veg,4
CUST01103,Delhi,45-54,Female,Premium,28,18659.4,666.41,Bakery,6
CUST01104,Mumbai,25-34,Male,Regular,10,2012.48,201.25,Snacks & Munchies,8
CUST01105,Delhi,18-24,Male,Regular,7,3044.51,434.93,Baby Care,7
CUST01106,Hyderabad,18-24,Female,Regular,10,7752.47,775.25,Personal Care,9
CUST01107,Mumbai,35-44,Female,Regular,20,15730.02,786.5,Baby Care,7
CUST01108,Mumbai,45-54,Female,Regular,17,8739.63,514.1,Snacks & Munchies,3
CUST01109,Pune,35-44,Female,Regular,10,8792.31,879.23,Baby Care,3
CUST01110,Delhi,25-34,Female,Regular,10,3452.23,345.22,Bakery,10
CUST01111,Bangalore,35-44,Male,Premium,42,35144.29,836.77,Baby Care,10
CUST01112,Bangalore,25-34,Male,New,1,563.89,563.89,Cleaning,1
CUST01113,Delhi,35-44,Female,Regular,15,6208.4,413.89,Frozen Food,9
CUST01114,Mumbai,25-34,Female,Premium,68,54884.41,807.12,Personal Care,7
CUST01115,Ahmedabad,45-54,Female,Premium,55,38396.13,698.11,Beverages,8
CUST01116,Hyderabad,25-34,Female,New,2,1492.19,746.1,Beverages,5
CUST01117,Delhi,25-34,Male,Regular,7,1508.16,215.45,Beverages,5
CUST01118,Kolkata,25-34,Male,Regular,19,14850.33,781.6,Fruits & Veg,9
CUST01119,Delhi,35-44,Female,Premium,50,11210.51,224.21,Meat & Seafood,9
CUST01120,Bangalore,25-34,Female,New,3,2302.42,767.47,Snacks & Munchies,1
CUST01121,Bangalore,18-24,Female,New,1,637.01,637.01,Snacks & Munchies,3
CUST01122,Lucknow,18-24,Male,Regular,8,2646.45,330.81,Dairy & Breakfast,6
CUST01123,Lucknow,18-24,Female,New,2,1426.55,713.27,Fruits & Veg,8
CUST01124,Delhi,25-34,Female,Premium,41,31411.82,766.14,Baby Care,1
CUST01125,Jaipur,35-44,Male,New,3,2175.84,725.28,Dairy & Breakfast,8
CUST01126,Bangalore,25-34,Female,New,2,1306.38,653.19,Beverages,8
CUST01127,Delhi,35-44,Male,Premium,61,33892.53,555.62,Frozen Food,6
CUST01128,Lucknow,18-24,Male,Premium,60,40397.21,673.29,Personal Care,4
CUST01129,Kolkata,35-44,Male,Regular,11,6726.06,611.46,Frozen Food,1
CUST01130,Kolkata,18-24,Female,Regular,9,5475.99,608.44,Beverages,9
CUST01131,Lucknow,35-44,Male,Regular,16,7759.2,484.95,Beverages,3
CUST01132,Chennai,25-34,Male,New,1,471.53,471.53,Fruits & Veg,3
CUST01133,Bangalore,35-44,Female,New,3,2081.69,693.9,Cleaning,6
CUST01134,Ahmedabad,25-34,Male,New,1,657.99,657.99,Cleaning,7
CUST01135,Mumbai,35-44,Male,New,1,775.26,775.26,Beverages,3
CUST01136,Kolkata,18-24,Male,Regular,15,5680.66,378.71,Cleaning,1
CUST01137,Hyderabad,35-44,Male,Premium,33,6886.26,208.67,Cleaning,10
CUST01138,Bangalore,18-24,Male,Regular,10,4798.72,479.87,Baby Care,5
CUST01139,Delhi,35-44,Male,Regular,8,4016.69,502.09,Snacks & Munchies,8
CUST01140,Delhi,35-44,Male,Churned,2,586.72,293.36,Snacks & Munchies,3
CUST01141,Delhi,25-34,Female,New,3,1271.73,423.91,Dairy & Breakfast,6
CUST01142,Mumbai,25-34,Female,Regular,12,5804.45,483.7,Cleaning,1
CUST01143,Pune,35-44,Male,New,2,1763.82,881.91,Snacks & Munchies,1
CUST01144,Mumbai,18-24,Male,Premium,68,37375.87,549.65,Cleaning,7
CUST01145,Delhi,45-54,Male,Regular,11,6331.8,575.62,Baby Care,9
CUST01146,Bangalore,25-34,Male,Regular,13,6668.53,512.96,Beverages,4
CUST01147,Delhi,45-54,Male,New,2,869.45,434.73,Frozen Food,1
CUST01148,Pune,18-24,Male,Premium,80,21441.9,268.02,Fruits & Veg,5
CUST01149,Mumbai,25-34,Female,Regular,17,13630.84,801.81,Bakery,5
CUST01150,Mumbai,25-34,Female,Premium,68,50981.73,749.73,Baby Care,1
CUST01151,Mumbai,25-34,Female,Regular,9,3651.38,405.71,Dairy & Breakfast,7
CUST01152,Mumbai,18-24,Male,New,3,1403.85,467.95,Meat & Seafood,5
CUST01153,Kolkata,18-24,Male,New,3,2561.72,853.91,Meat & Seafood,4
CUST01154,Mumbai,18-24,Male,Regular,7,3537.2,505.31,Dairy & Breakfast,8
CUST01155,Bangalore,35-44,Male,Premium,80,51419.89,642.75,Cleaning,4
CUST01156,Mumbai,25-34,Male,New,2,454.91,227.46,Beverages,1
CUST01157,Delhi,45-54,Female,Premium,53,15956.65,301.07,Bakery,3
CUST01158,Jaipur,55+,Female,Regular,20,17198.57,859.93,Personal Care,3
CUST01159,Pune,25-34,Male,Regular,10,7263.63,726.36,Bakery,8
CUST01160,Kolkata,25-34,Female,Churned,1,704.1,704.1,Beverages,5
CUST01161,Mumbai,45-54,Female,New,2,1236.15,618.08,Bakery,8
CUST01162,Delhi,35-44,Male,Premium,67,34383.44,513.19,Snacks & Munchies,6
CUST01163,Chennai,18-24,Male,Regular,20,17493.43,874.67,Beverages,4
CUST01164,Delhi,55+,Male,Regular,15,3703.82,246.92,Fruits & Veg,6
CUST01165,Ahmedabad,25-34,Female,Premium,68,57912.92,851.66,Cleaning,5
CUST01166,Bangalore,25-34,Male,Regular,9,3226.29,358.48,Fruits & Veg,5
CUST01167,Lucknow,35-44,Male,Regular,14,11491.94,820.85,Personal Care,10
CUST01168,Mumbai,25-34,Male,New,1,208.31,208.31,Meat & Seafood,1
CUST01169,Pune,18-24,Female,New,1,424.13,424.13,Cleaning,3
CUST01170,Delhi,25-34,Female,Regular,15,6191.99,412.8,Baby Care,3
CUST01171,Chennai,25-34,Male,Premium,60,25257.21,420.95,Personal Care,10
CUST01172,Delhi,45-54,Female,Regular,6,3304.85,550.81,Baby Care,4
CUST01173,Pune,35-44,Male,New,1,477.17,477.17,Beverages,2
CUST01174,Mumbai,55+,Male,New,2,570.5,285.25,Frozen Food,4
CUST01175,Mumbai,18-24,Male,New,2,1280.57,640.28,Meat & Seafood,2
CUST01176,Bangalore,25-34,Male,New,1,496.14,496.14,Cleaning,10
CUST01177,Lucknow,55+,Male,New,3,2238.74,746.25,Dairy & Breakfast,10
CUST01178,Chennai,25-34,Female,Regular,12,9007.35,750.61,Personal Care,5
CUST01179,Mumbai,55+,Male,Churned,2,813.53,406.76,Meat & Seafood,5
CUST01180,Delhi,25-34,Male,New,1,322.45,322.45,Personal Care,3
CUST01181,Bangalore,35-44,Female,Regular,16,3810.48,238.16,Cleaning,6
CUST01182,Bangalore,25-34,Female,Churned,4,2504.11,626.03,Frozen Food,2
CUST01183,Delhi,35-44,Male,Regular,12,2641.44,220.12,Dairy & Breakfast,7
CUST01184,Kolkata,18-24,Male,New,1,418.06,418.06,Personal Care,7
CUST01185,Delhi,25-34,Male,Churned,2,689.09,344.55,Bakery,3
CUST01186,Mumbai,35-44,Male,New,1,342.92,342.92,Beverages,6
CUST01187,Lucknow,25-34,Female,Regular,20,8237.52,411.88,Frozen Food,6
CUST01188,Mumbai,35-44,Female,Premium,50,28797.36,575.95,Snacks & Munchies,10
CUST01189,Ahmedabad,25-34,Male,Regular,14,12065.52,861.82,Cleaning,5
CUST01190,Pune,18-24,Female,Regular,20,16693.22,834.66,Meat & Seafood,9
CUST01191,Kolkata,25-34,Male,Churned,2,899.97,449.99,Personal Care,8
CUST01192,Bangalore,45-54,Male,Regular,11,2616.28,237.84,Personal Care,8
CUST01193,Mumbai,18-24,Female,Premium,80,54383.86,679.8,Frozen Food,7
CUST01194,Jaipur,25-34,Male,Regular,20,11932.56,596.63,Beverages,1
CUST01195,Hyderabad,25-34,Male,New,3,1311.34,437.11,Meat & Seafood,2
CUST01196,Bangalore,18-24,Female,New,2,1235.7,617.85,Meat & Seafood,5
CUST01197,Delhi,55+,Female,Regular,8,2944.76,368.1,Beverages,2
CUST01198,Chennai,18-24,Male,Regular,14,8564.65,611.76,Personal Care,4
CUST01199,Delhi,25-34,Female,Regular,8,5517.98,689.75,Beverages,10
CUST01200,Mumbai,18-24,Male,Regular,18,5280.84,293.38,Snacks & Munchies,7
CUST01201,Kolkata,45-54,Male,Regular,13,8674.11,667.24,Meat & Seafood,7
CUST01202,Hyderabad,25-34,Male,Premium,56,16167.57,288.71,Baby Care,1
CUST01203,Delhi,25-34,Male,New,3,1576.11,525.37,Bakery,6
CUST01204,Chennai,35-44,Male,New,2,493.47,246.74,Meat & Seafood,4
CUST01205,Delhi,25-34,Male,New,3,1873.07,624.36,Baby Care,7
CUST01206,Kolkata,55+,Male,New,3,908.6,302.87,Frozen Food,10
